account_id,application_date,age,gender,region,education,employment_type,product_tier,channel,is_autopay,has_collateral,credit_score,monthly_income,annual_income,existing_debt,debt_to_income,loan_amount,interest_rate,term_months,monthly_payment,total_payment,num_late_payments,num_inquiries_90d,tenure_days,nps_score,customer_feedback,default_notice_date,defaulted
ACCT-0000790,2022-01-14,27.0,female,midwest,bachelor,full_time,standard,branch,False,False,785,5388.93,64462.67,17022.39,0.2641,16233.71,0.1027,36,525.89,18932.02,0,0.0,471,4.0,took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.,,0
ACCT-0000356,2023-11-11,44.0,male,midwest,graduate,self_employed,basic,branch,True,False,797,4812.15,57995.11,12687.37,0.2188,42477.89,0.0523,72,688.58,49577.7,2,3.0,1480,9.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0
ACCT-0001967,2024-07-28,30.0,female,midwest,bachelor,full_time,premium,online,True,False,745,4597.81,54952.99,9006.85,0.1639,50247.11,0.077,12,4363.97,52367.62,0,1.0,504,,"great customer service, will recommend to friends and family.",,0
ACCT-0002107,2022-07-17,46.0,female,south,bachelor,full_time,standard,online,False,True,687,9197.15,110557.25,25109.84,0.2271,135370.68,0.0929,36,4322.97,155626.91,0,2.0,866,9.0,"great customer service, will recommend to friends and family.",,0
ACCT-0000249,2022-11-22,46.0,male,midwest,bachelor,self_employed,standard,online,False,True,627,4811.7,57716.23,20537.02,0.3558,43479.68,0.1204,72,851.02,61273.26,1,3.0,816,6.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share.",,0
ACCT-0002050,2024-08-09,20.0,female,midwest,high_school,contract,standard,branch,False,False,633,11011.65,132012.41,33361.33,0.2527,53979.79,0.0742,48,1303.2,62553.76,1,1.0,155,9.0,,2025-12-01,1
ACCT-0001205,2024-09-10,47.0,female,west,bachelor,part_time,basic,agent,True,True,643,4911.72,59059.66,17465.47,0.2957,50876.21,0.1106,48,1316.42,63188.21,2,3.0,1240,4.0,"process was fine, nothing exceptional either way.",,0
ACCT-0001232,2022-10-28,43.0,female,midwest,bachelor,full_time,basic,mobile,False,False,561,3468.12,41584.37,20267.68,0.4874,23668.74,0.1168,24,1110.65,26655.58,3,1.0,699,10.0,still evaluating against other offers from competitor banks.,,0
ACCT-0001820,2022-03-11,21.0,nonbinary,northeast,bachelor,part_time,basic,online,False,False,808,6069.8,72804.25,15366.99,0.2111,94159.37,0.0719,36,2915.43,104955.39,1,1.0,378,6.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0
ACCT-0001409,2023-10-05,39.0,female,northeast,bachelor,full_time,standard,branch,True,False,806,3707.81,44510.64,9288.54,0.2087,24053.09,0.0577,84,348.74,29293.81,0,0.0,1285,7.0,rates were competitive and the funds came through quickly.,,0
ACCT-0001681,2023-04-01,46.0,male,northeast,bachelor,full_time,basic,branch,False,True,698,3588.1,43783.46,17736.13,0.4051,20581.69,0.1109,12,1819.93,21839.15,1,0.0,719,6.0,"still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way.",,0
ACCT-0002489,2024-06-26,23.0,female,south,bachelor,full_time,basic,branch,True,False,674,1755.1,21662.2,11041.06,0.5097,23813.15,0.1088,48,614.08,29475.95,3,0.0,1031,8.0,the autopay system charged me twice in the same month. the agent kept rescheduling and the process took weeks.,2024-12-30,1
ACCT-0001859,2023-06-15,28.0,male,south,bachelor,self_employed,standard,online,False,False,812,3849.88,45712.7,17768.83,0.3887,28557.56,0.043,60,529.83,31790.08,1,,812,6.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0
ACCT-0001852,2022-11-26,52.0,male,south,graduate,full_time,standard,branch,True,False,789,4654.31,56045.82,16928.73,0.3021,26336.23,0.0853,48,649.49,31175.55,0,0.0,502,3.0,documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end. still evaluating against other offers from competitor banks.,2023-08-20,1
ACCT-0002120,2022-01-10,46.0,male,midwest,high_school,full_time,basic,mobile,False,True,718,2546.23,30892.08,11861.86,0.384,34741.6,0.0963,24,1597.22,38333.3,0,3.0,1137,9.0,"process was fine, nothing exceptional either way. took longer than expected but got approved in the end. still evaluating against other offers from competitor banks.",,0
ACCT-0000284,2024-11-22,21.0,female,pacific,bachelor,full_time,basic,mobile,False,False,729,4546.23,54578.23,15968.27,0.2926,70075.58,0.1026,36,2269.78,81712.23,0,3.0,1044,10.0,"fees were not explained clearly upfront, very disappointing.",2026-01-07,1
ACCT-0002283,2023-10-13,37.0,male,northeast,bachelor,full_time,basic,online,True,False,594,12242.69,147165.99,34097.9,0.2317,150039.21,0.123,84,2672.77,224512.91,0,2.0,252,5.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0
ACCT-0001433,2022-11-05,56.0,female,south,bachelor,full_time,standard,mobile,True,False,767,5163.13,62190.68,14349.04,0.2307,77989.47,0.0673,60,1534.47,92068.38,1,0.0,128,5.0,"transparent fees, no hidden charges that I noticed.",,0
ACCT-0002253,2022-06-18,35.0,female,midwest,bachelor,full_time,basic,online,True,False,599,4334.23,51896.06,36170.32,0.697,56130.85,0.1386,84,1047.45,87986.04,2,5.0,916,5.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0
ACCT-0002018,2023-09-06,18.0,female,northeast,bachelor,full_time,basic,mobile,False,False,776,3652.5,43643.94,9642.94,0.2209,18658.08,0.0666,60,366.43,21985.57,1,1.0,31,5.0,easy to track payments through the mobile app.,,0
ACCT-0000428,2024-04-04,39.0,female,midwest,bachelor,full_time,basic,mobile,False,False,714,3567.98,42279.09,10313.14,0.2439,40531.63,0.1044,84,682.09,57295.21,2,1.0,563,4.0,very smooth application process and the agent was helpful.,,0
ACCT-0002014,2022-05-14,35.0,female,northeast,bachelor,self_employed,premium,online,True,False,836,3681.72,44007.25,17446.78,0.3965,45294.09,0.0405,84,620.13,52090.66,0,0.0,970,10.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0
ACCT-0001423,2022-10-22,42.0,male,pacific,bachelor,part_time,premium,mobile,False,False,637,10372.15,124702.9,23213.69,0.1862,144758.56,0.1095,60,3143.54,188612.52,1,2.0,318,2.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000116,2022-09-18,28.0,male,northeast,graduate,self_employed,basic,branch,False,False,800,6391.43,76540.79,13670.04,0.1786,102755.12,0.0621,24,4564.02,109536.43,0,,477,6.0,"great customer service, will recommend to friends and family.",,0
ACCT-0001861,2023-01-04,18.0,female,south,high_school,full_time,standard,online,True,False,650,7941.03,95391.24,20074.44,0.2104,41032.9,0.0697,36,1266.48,45593.21,1,1.0,1124,10.0,"great customer service, will recommend to friends and family.",,0
ACCT-0001152,2022-03-24,50.0,female,northeast,high_school,full_time,basic,online,True,True,497,4213.59,50469.67,13492.07,0.2673,21316.4,0.1252,24,1008.65,24207.59,0,1.0,586,5.0,took longer than expected but got approved in the end.,,0
ACCT-0002477,2023-12-10,36.0,female,northeast,graduate,full_time,basic,online,False,False,848,3384.75,40261.39,20577.8,0.5111,34358.11,0.0846,24,1561.08,37466.0,1,2.0,1455,5.0,"ok experience overall, no strong feelings to share.",,0
ACCT-0000757,2022-08-13,41.0,male,west,bachelor,full_time,basic,branch,True,False,635,5947.27,71363.83,22180.3,0.3108,78045.9,0.0753,24,3513.12,84314.79,0,2.0,1225,8.0,documentation requirements were typical for this kind of loan.,,0
ACCT-0001771,2022-06-15,50.0,female,northeast,high_school,full_time,standard,online,True,False,691,4107.61,49308.49,10561.17,0.2142,54784.47,0.1209,12,4869.92,58439.09,0,0.0,349,7.0,"transparent fees, no hidden charges that I noticed.",,0
ACCT-0000506,2023-01-21,52.0,male,west,bachelor,self_employed,basic,agent,True,False,655,3602.09,43320.37,8963.87,0.2069,42260.85,0.0675,24,1887.43,45298.43,2,1.0,982,8.0,support never returned my calls about the missed payment. the autopay system charged me twice in the same month.,2023-06-28,1
ACCT-0000699,2022-10-10,39.0,male,pacific,high_school,full_time,standard,online,False,True,581,2788.7,33130.28,18429.91,0.5563,25552.38,0.0968,84,420.05,35284.15,1,1.0,758,3.0,the autopay system charged me twice in the same month. support never returned my calls about the missed payment. interest rate jumped after the first quarter without warning.,2023-02-26,1
ACCT-0002356,2023-02-07,38.0,female,south,bachelor,part_time,premium,online,True,False,612,4485.76,53873.86,25244.53,0.4686,70583.68,0.0828,84,1110.0,93239.8,2,2.0,1420,5.0,documentation requirements were typical for this kind of loan.,,0
ACCT-0001926,2024-11-25,38.0,female,west,associate,self_employed,standard,mobile,False,False,715,7192.7,85840.64,20536.89,0.2392,42150.15,0.1032,72,787.74,56717.0,0,2.0,980,4.0,easy to track payments through the mobile app.,,0
ACCT-0000832,2023-03-22,48.0,male,northeast,high_school,full_time,basic,branch,False,True,673,4466.3,53621.74,8524.09,0.159,40574.06,0.0962,72,743.99,53567.05,1,2.0,56,3.0,rates were competitive and the funds came through quickly.,,0
ACCT-0001332,2022-11-29,28.0,male,midwest,high_school,full_time,standard,online,False,True,775,3193.74,38124.73,7959.53,0.2088,15535.38,0.0747,84,238.02,19994.06,0,2.0,430,8.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0
ACCT-0001355,2024-01-30,54.0,female,northeast,bachelor,full_time,basic,online,False,False,793,5052.69,60365.04,12342.35,0.2045,59412.01,0.0567,24,2624.27,62982.46,1,1.0,1423,7.0,took longer than expected but got approved in the end.,,0
ACCT-0002108,2023-02-19,37.0,male,south,high_school,full_time,basic,online,False,False,639,3137.68,37515.35,30611.83,0.816,39757.23,0.0724,12,3444.51,41334.12,3,2.0,96,6.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0
ACCT-0002300,2024-11-11,47.0,female,west,bachelor,part_time,basic,mobile,False,False,643,2918.57,34837.53,11363.99,0.3262,10130.9,0.1011,36,327.43,11787.64,3,1.0,82,10.0,documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end.,,0
ACCT-0001387,2024-11-15,31.0,male,midwest,associate,full_time,standard,branch,True,True,557,6082.73,72995.3,30471.46,0.4174,75880.53,0.1202,84,1340.37,112591.24,0,1.0,1491,10.0,"great customer service, will recommend to friends and family.",,0
ACCT-0000142,2023-12-18,40.0,male,west,bachelor,full_time,standard,online,False,True,725,3511.78,42083.95,12582.35,0.299,17190.93,0.0916,60,358.23,21493.68,3,4.0,1429,4.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0
ACCT-0001865,2023-11-28,27.0,male,south,bachelor,self_employed,standard,branch,True,False,609,3892.91,46673.26,9249.85,0.1982,27996.13,0.0803,24,1266.54,30396.91,0,0.0,1160,10.0,"very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0
ACCT-0001651,2024-06-20,34.0,female,northeast,associate,self_employed,basic,branch,True,True,633,2822.16,33982.24,12283.92,0.3615,37135.63,0.0531,84,530.26,44541.95,1,2.0,98,3.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0
ACCT-0001289,2024-09-18,29.0,female,south,associate,full_time,standard,online,False,False,675,6271.82,75030.89,15678.65,0.209,55806.09,0.0661,12,4818.61,57823.33,0,1.0,1489,9.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end.",,0
ACCT-0000427,2023-05-14,29.0,female,south,associate,full_time,standard,online,False,False,731,5764.09,69215.28,30450.27,0.4399,88862.28,0.0441,36,2639.87,95035.14,2,1.0,151,10.0,"fees were not explained clearly upfront, very disappointing. interest rate jumped after the first quarter without warning. the autopay system charged me twice in the same month.",2024-05-26,1
ACCT-0000196,2023-09-13,41.0,male,west,bachelor,part_time,standard,mobile,False,False,737,4972.49,59782.06,24352.53,0.4074,83429.01,0.1011,84,1389.86,116748.45,0,0.0,848,6.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0
ACCT-0001125,2023-10-25,42.0,female,pacific,bachelor,full_time,standard,online,True,False,554,3154.05,37951.29,19167.38,0.5051,52991.36,0.0726,36,1642.41,59126.93,2,0.0,1246,,still evaluating against other offers from competitor banks.,,0
ACCT-0002381,2023-03-06,55.0,male,pacific,bachelor,full_time,basic,agent,True,False,672,1257.31,14977.21,4761.8,0.3179,11763.21,0.0845,24,534.44,12826.68,0,1.0,89,9.0,still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end.,2024-02-05,1
ACCT-0000160,2023-09-06,51.0,male,south,bachelor,full_time,basic,mobile,True,False,738,2809.64,33632.29,9051.78,0.2691,39198.64,0.0411,84,537.79,45174.77,0,2.0,840,6.0,took longer than expected but got approved in the end.,,0
ACCT-0000436,2024-07-30,47.0,female,midwest,bachelor,part_time,basic,online,True,False,674,4369.32,52279.71,12678.1,0.2425,57911.6,0.0689,84,870.91,73156.42,0,1.0,297,2.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share.",2025-05-21,1
ACCT-0002033,2024-08-24,51.0,female,west,bachelor,self_employed,basic,online,False,False,689,3660.71,43816.17,9723.05,0.2219,54656.95,0.1505,60,1301.73,78103.73,1,4.0,616,6.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0
ACCT-0002233,2024-04-24,45.0,female,south,graduate,full_time,basic,online,False,False,686,4604.78,54811.79,13175.74,0.2404,44938.37,0.0533,72,730.59,52602.82,1,2.0,1394,7.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.",,0
ACCT-0000123,2022-04-05,42.0,female,south,associate,contract,standard,online,True,False,487,5382.73,64703.07,19590.21,0.3028,87295.74,0.1381,36,2975.58,107120.84,0,1.0,1210,5.0,documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end.,,0
ACCT-0002004,2023-10-06,31.0,male,west,associate,full_time,basic,online,False,False,745,6091.6,73391.44,24386.14,0.3323,27852.39,0.1168,72,539.94,38875.61,1,1.0,1012,5.0,easy to track payments through the mobile app. rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0
ACCT-0002202,2024-01-11,42.0,female,northeast,associate,full_time,basic,online,True,False,613,4723.95,56602.62,18440.39,0.3258,37680.21,0.1247,12,3356.15,40273.83,0,3.0,1365,1.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0
ACCT-0001071,2022-03-25,43.0,female,south,graduate,full_time,standard,mobile,True,False,613,3303.11,39267.56,13247.57,0.3374,53097.9,0.0904,72,958.14,68985.91,0,1.0,708,3.0,easy to track payments through the mobile app. rates were competitive and the funds came through quickly.,,0
ACCT-0002481,2022-11-30,42.0,female,northeast,bachelor,full_time,basic,mobile,True,True,780,6540.69,78440.27,20453.01,0.2607,34695.98,0.0578,24,1534.25,36822.1,0,0.0,580,3.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0
ACCT-0000326,2023-02-18,44.0,female,midwest,bachelor,full_time,standard,mobile,True,False,738,3667.2,44206.16,11494.75,0.26,12604.72,0.0957,24,579.12,13898.87,0,1.0,926,2.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0
ACCT-0002084,2023-11-02,44.0,male,northeast,bachelor,self_employed,basic,mobile,False,False,732,3670.35,44051.6,15792.96,0.3585,27109.35,0.0852,72,482.29,34725.17,0,0.0,1084,6.0,"process was fine, nothing exceptional either way. still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share.",,0
ACCT-0000331,2023-10-11,43.0,male,south,bachelor,full_time,basic,online,True,False,733,4418.26,53281.3,14033.84,0.2634,72442.64,0.1083,12,6396.7,76760.37,0,1.0,703,9.0,easy to track payments through the mobile app. rates were competitive and the funds came through quickly.,,0
ACCT-0000828,2022-03-14,32.0,male,midwest,bachelor,full_time,basic,online,False,False,713,2871.23,34546.64,25595.64,0.7409,13063.42,0.1053,48,334.64,16062.9,3,3.0,393,7.0,"took longer than expected but got approved in the end. process was fine, nothing exceptional either way.",,0
ACCT-0000684,2023-01-11,33.0,female,south,bachelor,contract,basic,branch,False,False,507,3384.27,40919.65,25360.89,0.6198,28821.75,0.1396,84,539.44,45312.73,2,2.0,639,,"ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks.",2024-06-22,1
ACCT-0002497,2022-03-18,23.0,male,south,bachelor,full_time,standard,mobile,True,True,703,3651.04,43796.12,12596.53,0.2876,18986.04,0.0718,48,456.19,21897.13,2,,945,8.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0
ACCT-0000262,2024-08-30,43.0,female,south,bachelor,full_time,premium,online,False,True,612,9517.91,113923.66,23294.12,0.2045,99929.41,0.1057,12,8812.1,105745.15,0,2.0,920,6.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0
ACCT-0000172,2023-07-30,20.0,female,pacific,high_school,part_time,basic,online,False,True,715,5217.01,62667.06,17023.26,0.2716,35732.97,0.0722,36,1106.91,39848.62,1,2.0,1408,,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0
ACCT-0001050,2023-08-25,33.0,male,west,high_school,full_time,basic,agent,False,True,583,7312.36,87554.58,15162.5,0.1732,63915.6,0.1408,24,3071.13,73707.07,0,0.0,79,7.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0
ACCT-0001688,2022-08-28,30.0,female,south,bachelor,full_time,standard,online,False,True,683,4030.55,48309.55,15918.02,0.3295,53597.91,0.0829,36,1686.72,60721.77,1,1.0,873,5.0,,,0
ACCT-0000220,2023-06-30,42.0,male,midwest,associate,full_time,basic,mobile,True,True,685,3325.89,39616.76,12843.63,0.3242,21888.03,0.1032,12,1927.62,23131.38,0,1.0,180,4.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.",,0
ACCT-0000316,2024-12-08,40.0,female,midwest,high_school,full_time,standard,online,True,False,756,4124.78,49012.31,12909.18,0.2634,23492.87,0.0766,36,732.5,26370.03,0,2.0,629,4.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0
ACCT-0001369,2022-06-17,35.0,female,pacific,bachelor,full_time,basic,mobile,False,True,740,3383.03,40972.08,12384.82,0.3023,34515.87,0.0827,24,1565.39,37569.29,0,0.0,438,3.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0
ACCT-0000984,2024-03-14,41.0,male,northeast,graduate,full_time,premium,mobile,True,True,627,5241.11,62853.08,18590.13,0.2958,57223.87,0.0794,60,1158.7,69521.75,0,3.0,961,3.0,the autopay system charged me twice in the same month. interest rate jumped after the first quarter without warning.,2024-10-28,1
ACCT-0002289,2023-10-29,75.0,male,west,bachelor,full_time,basic,mobile,True,False,739,3570.86,42974.62,13235.6,0.308,37331.39,0.056,84,538.29,45216.11,0,2.0,588,3.0,"process was fine, nothing exceptional either way.",,0
ACCT-0002005,2022-02-18,47.0,female,midwest,associate,full_time,standard,branch,True,False,702,4299.53,51456.26,12541.06,0.2437,44582.04,0.0666,24,1989.1,47738.4,0,,1249,9.0,"process was fine, nothing exceptional either way. took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.",,0
ACCT-0001875,2024-01-17,30.0,female,northeast,bachelor,part_time,basic,agent,True,True,698,3058.43,36583.32,14795.61,0.4044,34894.75,0.0648,84,517.79,43494.04,2,1.0,631,6.0,"process was fine, nothing exceptional either way. still evaluating against other offers from competitor banks.",,0
ACCT-0000401,2024-02-14,41.0,male,south,associate,part_time,standard,online,False,False,708,13850.73,165886.26,44282.83,0.2669,110990.78,0.1152,72,2142.3,154245.94,2,0.0,1197,4.0,"took longer than expected but got approved in the end. process was fine, nothing exceptional either way.",,0
ACCT-0000282,2022-11-01,49.0,male,west,bachelor,full_time,basic,online,False,False,750,1961.51,23417.39,13936.49,0.5951,18854.79,0.0716,36,583.54,21007.49,0,2.0,1361,,"great customer service, will recommend to friends and family.",,0
ACCT-0001177,2023-12-05,18.0,male,south,associate,self_employed,basic,mobile,False,True,624,3933.1,47138.71,18480.45,0.392,16017.33,0.0707,48,384.05,18434.28,0,0.0,93,2.0,very smooth application process and the agent was helpful.,,0
ACCT-0002264,2022-12-12,34.0,male,pacific,high_school,part_time,premium,branch,False,False,721,6629.93,79794.55,30443.56,0.3815,32723.53,0.0956,36,1049.1,37767.75,0,1.0,660,8.0,"still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way.",,0
ACCT-0002042,2023-05-01,23.0,female,south,bachelor,full_time,standard,online,False,False,795,5121.91,61724.06,12249.1,0.1984,81722.13,0.0499,24,3584.99,86039.75,1,1.0,906,5.0,very smooth application process and the agent was helpful.,,0
ACCT-0001487,2023-06-29,43.0,male,northeast,bachelor,part_time,standard,branch,False,True,587,4996.31,60125.89,11467.49,0.1907,71184.0,0.0928,24,3261.17,78267.98,2,0.0,736,6.0,interest rate jumped after the first quarter without warning. the agent kept rescheduling and the process took weeks.,2023-12-02,1
ACCT-0001055,2024-05-01,40.0,female,west,bachelor,full_time,basic,online,True,False,698,4619.3,55444.03,13731.38,0.2477,39183.63,0.0839,60,801.79,48107.37,1,2.0,1301,7.0,rates were competitive and the funds came through quickly.,,0
ACCT-0000296,2023-12-25,43.0,male,west,associate,full_time,premium,online,False,False,572,1826.96,21639.06,21639.79,1.0,11571.29,0.1148,60,254.37,15261.96,1,3.0,982,5.0,documentation requirements were typical for this kind of loan.,2025-03-27,1
ACCT-0001945,2024-05-09,36.0,male,midwest,bachelor,full_time,standard,online,True,False,661,7034.52,84021.52,23845.09,0.2838,34815.04,0.0669,48,828.64,39774.86,1,0.0,462,6.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0
ACCT-0000389,2023-01-29,52.0,female,south,bachelor,full_time,standard,agent,True,False,721,3247.03,39377.78,25955.89,0.6592,44044.85,0.0678,12,3806.59,45679.07,2,3.0,1184,9.0,very smooth application process and the agent was helpful.,,0
ACCT-0000322,2022-06-17,34.0,male,south,high_school,full_time,standard,online,False,False,757,3748.23,44655.1,15704.86,0.3517,18935.93,0.0816,60,385.44,23126.57,0,1.0,383,7.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0
ACCT-0002471,2024-09-15,46.0,male,west,high_school,full_time,basic,mobile,True,False,783,4310.31,51320.32,13202.09,0.2572,55887.4,0.075,24,2514.82,60355.75,1,1.0,534,5.0,took longer than expected but got approved in the end.,,0
ACCT-0002094,2023-12-30,44.0,female,west,high_school,full_time,premium,agent,False,False,624,7568.3,91153.08,27033.72,0.2966,104709.67,0.1223,36,3489.17,125610.19,1,3.0,520,10.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000381,2023-06-06,48.0,male,midwest,bachelor,full_time,standard,online,False,False,697,7483.96,89336.15,20748.03,0.2322,58996.27,0.0709,24,2643.7,63448.73,1,0.0,1098,7.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0
ACCT-0001010,2023-10-06,54.0,female,midwest,bachelor,full_time,standard,mobile,True,True,681,7534.44,90805.32,20663.31,0.2276,120805.86,0.0838,60,2471.81,148308.47,1,1.0,671,4.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0
ACCT-0000925,2024-08-25,31.0,male,west,bachelor,part_time,basic,online,False,True,743,5488.72,66083.61,13791.41,0.2087,31614.2,0.0478,72,505.95,36428.21,0,0.0,585,5.0,"great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0
ACCT-0002292,2024-02-24,30.0,male,midwest,bachelor,full_time,basic,online,True,False,646,5868.36,70258.82,20600.37,0.2932,54054.28,0.1089,36,1766.9,63608.43,1,3.0,1042,6.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0
ACCT-0000968,2022-10-17,30.0,male,northeast,graduate,self_employed,basic,online,True,True,729,4297.37,51662.6,11885.75,0.2301,30616.49,0.1046,36,994.56,35804.26,0,2.0,729,1.0,"easy to track payments through the mobile app. very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0
ACCT-0001344,2023-09-19,27.0,male,northeast,bachelor,full_time,basic,online,True,False,719,5889.24,70635.39,17597.43,0.2491,73012.74,0.0503,24,3204.14,76899.36,1,3.0,410,9.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0
ACCT-0001253,2022-09-29,19.0,female,south,bachelor,full_time,basic,online,True,False,683,3392.46,40806.3,9946.19,0.2437,41478.53,0.0914,60,863.92,51835.02,1,2.0,1399,5.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0
ACCT-0001806,2023-01-25,29.0,male,northeast,graduate,full_time,standard,online,False,True,725,5349.84,64139.96,14099.82,0.2198,83595.91,0.0493,12,7153.65,85843.78,0,1.0,65,5.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0
ACCT-0001287,2022-12-06,28.0,male,midwest,high_school,full_time,basic,online,True,True,665,6588.89,79437.04,17256.42,0.2172,98157.22,0.1041,12,8648.21,103778.56,0,1.0,1132,4.0,"very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000157,2024-07-31,54.0,male,northeast,high_school,full_time,standard,online,False,False,680,5869.43,70523.46,18344.62,0.2601,53562.26,0.0639,84,792.58,66576.37,0,2.0,959,7.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share.",,0
ACCT-0000343,2024-05-07,33.0,female,south,bachelor,full_time,basic,mobile,True,True,687,4279.95,50973.53,25356.76,0.4974,66434.82,0.0593,84,968.35,81341.43,1,1.0,319,10.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0
ACCT-0002035,2023-03-15,38.0,male,midwest,bachelor,part_time,standard,mobile,True,False,733,8827.69,105918.57,20780.47,0.1962,32767.68,0.0597,48,769.06,36914.88,0,2.0,819,5.0,,,0
ACCT-0000907,2023-06-25,22.0,female,northeast,associate,full_time,basic,online,True,True,726,4419.69,53373.23,12262.57,0.2298,19671.51,0.0836,60,402.29,24137.32,0,0.0,812,6.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",,0
ACCT-0000613,2022-11-24,30.0,female,west,bachelor,part_time,basic,online,True,True,546,4716.55,56440.76,26013.24,0.4609,27117.86,0.1133,36,891.99,32111.66,2,2.0,400,4.0,easy to track payments through the mobile app. rates were competitive and the funds came through quickly.,,0
ACCT-0001046,2024-04-19,26.0,male,northeast,high_school,full_time,premium,mobile,True,True,630,4364.27,52485.98,12374.65,0.2358,16908.89,0.1253,72,335.25,24138.24,3,1.0,1351,7.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0
ACCT-0001121,2023-12-21,44.0,male,west,high_school,contract,basic,branch,False,True,535,3137.61,37512.56,16665.51,0.4443,43609.04,0.1367,72,890.92,64146.4,0,3.0,829,9.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0
ACCT-0001495,2023-11-08,43.0,male,pacific,high_school,part_time,standard,branch,True,False,599,7423.38,89315.44,17445.44,0.1953,85150.18,0.089,84,1365.52,114703.37,1,0.0,877,4.0,rates were competitive and the funds came through quickly.,,0
ACCT-0001976,2024-12-29,28.0,male,northeast,high_school,self_employed,standard,agent,False,True,609,3961.12,47545.51,20194.3,0.4247,30775.26,0.1197,84,542.84,45598.28,0,3.0,1012,4.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0
