account_id,application_date,age,gender,region,education,employment_type,product_tier,channel,is_autopay,has_collateral,credit_score,monthly_income,annual_income,existing_debt,debt_to_income,loan_amount,interest_rate,term_months,monthly_payment,total_payment,num_late_payments,num_inquiries_90d,tenure_days,nps_score,customer_feedback,default_notice_date,defaulted,num_dependents,risk_band
ACCT-0002661,2022-01-25,39.0,male,south,graduate,full_time,basic,online,True,False,741,4524.59,54391.83,19927.34,0.3664,59451.02,0.0305,12,5036.36,60436.38,0,1.0,1193,9.0,still evaluating against other offers from competitor banks.,,0,1,low
ACCT-0000423,2023-12-08,65.0,female,south,bachelor,full_time,standard,online,False,False,773,5459.41,64979.59,21652.15,0.3332,61314.62,0.0865,24,2791.31,66991.43,0,0.0,815,10.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0,0,low
ACCT-0005003,2022-01-27,36.0,female,south,graduate,part_time,standard,online,True,False,636,5544.25,66570.31,15318.87,0.2301,30127.9,0.0779,72,525.13,37809.02,1,,785,4.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,0,high
ACCT-0000449,2022-03-25,42.0,female,northeast,associate,full_time,basic,mobile,False,False,710,2131.19,25509.92,10088.97,0.3955,10218.45,0.1294,60,232.2,13931.71,0,1.0,608,5.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,1,medium
ACCT-0003067,2024-06-14,46.0,female,south,bachelor,full_time,premium,mobile,False,False,643,3351.97,40293.31,19104.43,0.4741,46185.95,0.0864,12,4031.3,48375.65,3,1.0,601,,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0,4,high
ACCT-0000831,2022-04-15,54.0,female,south,graduate,full_time,standard,online,True,False,702,5679.46,68043.13,13458.61,0.1978,54995.2,0.0902,24,2513.07,60313.7,3,1.0,1445,8.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0,0,medium
ACCT-0002709,2023-05-15,53.0,female,west,bachelor,self_employed,basic,online,True,True,709,4504.74,54223.66,13265.64,0.2446,38010.89,0.0582,36,1153.32,41519.65,0,3.0,371,6.0,documentation requirements were typical for this kind of loan.,,0,3,medium
ACCT-0003502,2023-08-02,47.0,male,south,bachelor,full_time,standard,branch,True,False,643,2863.31,34644.0,8937.33,0.258,22990.7,0.095,12,2015.88,24190.57,0,1.0,305,8.0,"took longer than expected but got approved in the end. ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,1,high
ACCT-0002918,2024-07-15,24.0,male,northeast,bachelor,full_time,basic,online,True,True,721,3332.45,40075.29,15386.31,0.3839,44254.23,0.0501,72,712.99,51335.2,0,4.0,1046,7.0,"took longer than expected but got approved in the end. still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way.",,0,1,medium
ACCT-0003140,2022-11-04,46.0,male,midwest,bachelor,full_time,standard,online,False,False,731,9458.91,113782.62,21849.05,0.192,148463.82,0.0373,36,4365.35,157152.72,1,2.0,1309,9.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0,2,medium
ACCT-0001829,2023-03-30,29.0,female,south,graduate,self_employed,basic,mobile,True,False,578,4273.32,51442.45,10502.94,0.2042,17393.03,0.089,48,431.99,20735.56,0,,312,8.0,easy to track payments through the mobile app.,,0,1,very_high
ACCT-0002526,2022-10-03,57.0,male,northeast,bachelor,self_employed,basic,online,True,False,710,2233.81,27073.35,7917.25,0.2924,22348.62,0.1053,84,377.2,31684.99,0,,740,9.0,still evaluating against other offers from competitor banks.,,0,2,medium
ACCT-0000132,2024-02-11,25.0,female,south,graduate,part_time,standard,mobile,False,True,747,6010.25,72224.67,18446.37,0.2554,61515.99,0.0908,12,5382.08,64584.93,0,1.0,330,4.0,took longer than expected but got approved in the end.,,0,0,low
ACCT-0001788,2024-02-03,38.0,female,northeast,associate,full_time,standard,mobile,False,False,749,8201.32,98311.1,46859.56,0.4766,71104.73,0.1022,12,6258.4,75100.8,3,1.0,913,6.0,"ok experience overall, no strong feelings to share. process was fine, nothing exceptional either way.",,0,1,low
ACCT-0001134,2024-09-12,21.0,male,northeast,bachelor,full_time,standard,online,False,False,686,5032.81,60495.54,15771.21,0.2607,18599.61,0.1167,84,325.04,27303.15,0,0.0,193,9.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0,2,medium
ACCT-0004487,2024-01-01,44.0,male,northeast,bachelor,part_time,basic,online,False,False,754,5547.24,66789.64,26330.29,0.3942,50250.66,0.1081,24,2337.73,56105.49,0,0.0,1469,5.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,1,low
ACCT-0001807,2024-05-28,35.0,female,west,associate,self_employed,basic,online,False,True,631,11001.5,132000.48,29359.78,0.2224,62349.11,0.0506,24,2737.09,65690.1,2,2.0,1286,6.0,"transparent fees, no hidden charges that I noticed.",,0,3,high
ACCT-0001267,2022-05-06,47.0,female,pacific,graduate,full_time,standard,online,False,False,631,2698.75,32291.69,11024.41,0.3414,29938.48,0.1115,12,2648.13,31777.52,1,0.0,383,6.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly. easy to track payments through the mobile app.",,0,1,high
ACCT-0002177,2023-05-05,29.0,male,south,bachelor,full_time,standard,online,True,True,666,3479.23,41708.97,19879.12,0.4766,47179.53,0.1172,84,825.87,69372.99,1,2.0,133,9.0,"documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way.",,0,1,high
ACCT-0004349,2024-01-17,45.0,female,south,high_school,full_time,standard,online,False,False,773,3009.7,36328.33,11463.88,0.3156,39547.76,0.0537,72,643.64,46342.03,0,2.0,1054,9.0,very smooth application process and the agent was helpful.,,0,0,low
ACCT-0000121,2022-06-07,30.0,female,northeast,bachelor,contract,basic,online,True,True,643,5493.67,65796.63,16707.69,0.2539,65052.08,0.1047,84,1095.76,92043.85,0,2.0,576,7.0,"ok experience overall, no strong feelings to share.",,0,2,high
ACCT-0000029,2024-05-16,31.0,male,south,bachelor,contract,basic,mobile,True,False,649,3254.8,38612.58,12820.34,0.332,48765.72,0.1055,48,1249.67,59984.17,1,0.0,800,6.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,1,high
ACCT-0000366,2023-09-28,46.0,female,pacific,high_school,part_time,basic,agent,False,False,686,3326.93,39745.76,15356.87,0.3864,34366.63,0.0933,36,1098.17,39534.29,2,1.0,230,8.0,,,0,2,medium
ACCT-0004919,2024-08-30,52.0,female,south,bachelor,self_employed,basic,online,True,False,614,5359.05,64035.8,14770.43,0.2307,28944.23,0.0738,12,2509.58,30114.94,1,0.0,897,,"ok experience overall, no strong feelings to share.",,0,0,high
ACCT-0001057,2022-11-12,62.0,female,northeast,associate,full_time,basic,mobile,True,False,850,9990.32,119852.1,26287.85,0.2193,116809.87,0.0462,24,5104.91,122517.86,1,0.0,835,5.0,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0,2,low
ACCT-0001158,2024-09-01,35.0,male,west,high_school,full_time,basic,branch,True,False,700,5764.66,69398.97,12195.32,0.1757,20944.61,0.0679,24,935.74,22457.82,0,1.0,579,2.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0,3,medium
ACCT-0004034,2024-01-05,52.0,female,northeast,bachelor,part_time,basic,online,False,False,680,4676.38,56017.06,9829.38,0.1755,75450.79,0.0819,36,2371.13,85360.62,1,0.0,301,5.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0,0,medium
ACCT-0005428,2024-07-16,56.0,female,south,high_school,contract,standard,online,True,True,556,4739.34,56903.34,14517.3,0.2551,61282.13,0.1153,12,5431.25,65174.94,0,1.0,76,5.0,,,0,1,very_high
ACCT-0001592,2023-12-14,20.0,male,south,bachelor,part_time,basic,online,False,False,627,2355.87,28181.63,4528.8,0.1607,37996.53,0.1086,60,823.53,49411.9,1,3.0,454,7.0,"took longer than expected but got approved in the end. ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks.",,0,2,high
ACCT-0004155,2023-10-23,37.0,female,west,high_school,contract,standard,mobile,True,False,555,1235.29,14565.83,12175.05,0.8359,4105.83,0.1034,84,68.89,5786.75,2,3.0,262,,,,0,1,very_high
ACCT-0003665,2022-01-23,51.0,male,northeast,bachelor,part_time,standard,branch,True,True,710,3882.74,47105.68,13813.59,0.2932,24478.39,0.0646,24,1089.95,26158.71,1,0.0,686,3.0,rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0,0,medium
ACCT-0005357,2022-01-18,51.0,female,pacific,bachelor,full_time,premium,mobile,True,False,825,2108.21,25394.96,5243.34,0.2065,7357.88,0.0558,84,106.0,8903.73,0,1.0,1327,,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0,0,low
ACCT-0002333,2022-01-09,23.0,male,south,bachelor,part_time,basic,online,False,True,770,3969.15,47259.87,21657.84,0.4583,50120.18,0.0461,48,1145.43,54980.64,4,3.0,1290,2.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0,3,low
ACCT-0002082,2023-09-22,32.0,female,south,associate,part_time,basic,agent,False,False,709,7274.88,87482.95,18195.87,0.208,97197.15,0.1196,72,1898.39,136683.88,0,2.0,718,5.0,documentation requirements were typical for this kind of loan.,,0,1,medium
ACCT-0003213,2024-12-27,20.0,female,northeast,graduate,full_time,basic,branch,False,False,761,2358.16,28351.21,7668.62,0.2705,36965.74,0.1041,24,1712.79,41107.02,1,1.0,983,5.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,0,low
ACCT-0004215,2023-07-12,42.0,female,pacific,high_school,full_time,standard,branch,True,False,788,2733.1,32450.65,6317.43,0.1947,22274.73,0.0728,48,536.31,25742.9,1,0.0,1089,7.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,2,low
ACCT-0004868,2022-05-27,37.0,female,midwest,bachelor,full_time,standard,mobile,True,True,677,3705.27,44037.09,20089.74,0.4562,34784.61,0.1294,12,3105.94,37271.28,3,1.0,1087,8.0,"very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,2,medium
ACCT-0004334,2024-04-20,36.0,male,south,high_school,full_time,standard,mobile,True,False,850,6093.6,73286.87,13022.39,0.1777,94463.88,0.0601,84,1380.22,115938.32,0,0.0,755,5.0,"transparent fees, no hidden charges that I noticed.",,0,3,low
ACCT-0001626,2022-12-10,60.0,female,south,bachelor,full_time,standard,online,True,False,698,6473.46,77449.33,21079.7,0.2722,46929.57,0.1143,12,4157.13,49885.51,1,0.0,1041,,"transparent fees, no hidden charges that I noticed.",,0,1,medium
ACCT-0002650,2024-11-08,44.0,female,midwest,graduate,part_time,basic,mobile,True,True,776,5287.38,63758.76,26384.49,0.4138,23640.21,0.0703,48,566.42,27188.27,2,,986,8.0,still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan.,,0,1,low
ACCT-0001413,2024-11-04,37.0,female,south,high_school,contract,standard,branch,True,False,650,5287.26,63347.16,15404.05,0.2432,35799.08,0.1324,48,964.65,46303.13,1,2.0,406,10.0,"still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way.",2025-01-13,1,0,high
ACCT-0002881,2024-11-03,33.0,female,south,graduate,part_time,standard,mobile,True,False,661,2401.26,28846.44,8570.87,0.2971,24776.8,0.0807,24,1121.34,26912.15,0,6.0,355,10.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,1,high
ACCT-0004164,2023-05-09,29.0,male,midwest,bachelor,self_employed,standard,online,True,True,765,5716.38,68263.56,22513.46,0.3298,90202.66,0.0917,24,4127.81,99067.54,0,0.0,1310,5.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,0,low
ACCT-0001032,2024-01-27,42.0,male,south,graduate,part_time,basic,online,True,True,714,4756.51,56822.9,18107.49,0.3187,51190.65,0.1133,48,1331.33,63903.89,1,2.0,954,8.0,"process was fine, nothing exceptional either way.",,0,2,medium
ACCT-0001668,2022-05-12,36.0,male,northeast,high_school,full_time,standard,mobile,True,True,685,2894.27,34593.81,29591.08,0.8554,41154.79,0.1134,24,1924.71,46193.0,1,3.0,663,4.0,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks.",,0,0,medium
ACCT-0002811,2024-11-20,60.0,female,midwest,bachelor,full_time,standard,branch,False,False,654,5063.76,60990.69,27336.8,0.4482,73162.23,0.0703,36,2260.01,81360.35,4,4.0,545,4.0,,2025-09-05,1,0,high
ACCT-0001111,2023-08-21,53.0,female,west,bachelor,contract,basic,branch,True,False,489,4448.71,53509.02,50113.18,0.9365,18946.98,0.1066,84,321.0,26964.17,2,2.0,331,5.0,"still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share.",2024-08-14,1,0,very_high
ACCT-0002619,2023-10-11,27.0,female,west,associate,part_time,standard,branch,True,False,716,3340.25,40367.6,6492.79,0.1608,51034.54,0.1053,36,1659.44,59739.96,0,0.0,482,9.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,1,medium
ACCT-0005147,2024-09-09,21.0,female,south,high_school,full_time,basic,online,False,False,764,3788.79,45197.73,29057.81,0.6429,11704.71,0.0505,72,188.77,13591.25,3,3.0,1303,10.0,,,0,1,low
ACCT-0001986,2022-08-28,33.0,female,midwest,associate,full_time,basic,online,False,False,712,5699.58,67845.83,18084.56,0.2666,23568.31,0.1043,72,441.76,31806.53,0,1.0,1399,9.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,2,medium
ACCT-0001973,2023-04-23,18.0,female,midwest,graduate,full_time,standard,online,False,False,664,8318.58,99972.35,19674.42,0.1968,25650.75,0.1081,60,555.27,33316.0,0,0.0,1038,6.0,the agent kept rescheduling and the process took weeks.,2024-08-07,1,1,high
ACCT-0004962,2022-06-06,29.0,male,pacific,bachelor,full_time,standard,agent,False,False,724,2451.97,29704.33,28031.74,0.9437,38120.34,0.1194,72,744.11,53576.06,0,3.0,666,4.0,documentation requirements were typical for this kind of loan.,,0,1,medium
ACCT-0002531,2023-03-14,44.0,male,northeast,graduate,contract,basic,mobile,True,False,648,4175.1,50206.16,17738.29,0.3533,27285.74,0.1114,24,1273.52,30564.48,3,0.0,1323,8.0,very smooth application process and the agent was helpful.,,0,1,high
ACCT-0005931,2024-04-28,38.0,female,northeast,bachelor,contract,standard,branch,True,False,671,2127.84,25113.48,7683.57,0.306,29502.5,0.0671,36,907.03,32653.13,0,1.0,924,4.0,"documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end. ok experience overall, no strong feelings to share.",,0,0,medium
ACCT-0003090,2024-10-29,20.0,male,south,bachelor,full_time,standard,mobile,True,True,850,4289.64,51740.17,20162.82,0.3897,38692.97,0.0634,60,754.23,45253.92,0,4.0,136,,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",,0,2,low
ACCT-0005027,2023-01-08,31.0,female,south,associate,self_employed,basic,online,True,False,850,5444.99,65195.89,18258.08,0.28,66807.09,0.025,12,5642.94,67715.22,0,1.0,333,8.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0,1,low
ACCT-0005802,2023-04-01,49.0,male,midwest,associate,full_time,standard,mobile,True,False,688,8514.92,102201.02,15775.4,0.1544,77020.21,0.0677,72,1304.51,93924.49,0,5.0,623,4.0,interest rate jumped after the first quarter without warning.,2023-06-15,1,0,medium
ACCT-0003596,2023-04-28,34.0,nonbinary,south,bachelor,full_time,basic,online,False,True,725,2062.26,25034.01,4850.68,0.1938,31725.94,0.0632,12,2735.17,32822.04,1,0.0,639,7.0,"great customer service, will recommend to friends and family.",,0,0,medium
ACCT-0003647,2024-09-11,47.0,female,pacific,bachelor,part_time,premium,online,True,True,652,4881.54,58935.21,19839.81,0.3366,29660.93,0.1022,48,755.45,36261.59,0,1.0,1111,9.0,easy to track payments through the mobile app.,,0,2,high
ACCT-0002084,2023-09-05,33.0,female,south,high_school,full_time,basic,branch,False,False,726,6923.82,83161.52,19766.47,0.2377,28571.68,0.0538,24,1258.4,30201.6,1,0.0,533,3.0,,,0,3,medium
ACCT-0004892,2024-06-29,49.0,female,midwest,high_school,full_time,standard,online,True,False,603,3032.58,36587.5,19498.55,0.5329,15030.15,0.0452,36,447.22,16099.95,0,2.0,874,7.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,1,high
ACCT-0005063,2023-02-28,56.0,male,midwest,bachelor,full_time,basic,mobile,True,False,716,2781.23,33611.1,9848.08,0.293,31678.15,0.1088,48,816.95,39213.45,1,0.0,697,9.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0,0,medium
ACCT-0004989,2022-09-07,27.0,male,midwest,high_school,self_employed,premium,mobile,False,False,690,5329.21,63495.04,31636.26,0.4982,86239.97,0.0684,36,2656.67,95640.29,2,3.0,392,7.0,"still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share.",,0,0,medium
ACCT-0001451,2023-10-01,40.0,male,northeast,bachelor,full_time,standard,mobile,False,True,622,5405.85,65008.62,12861.04,0.1978,47487.11,0.0454,36,1413.42,50883.01,0,2.0,775,3.0,very smooth application process and the agent was helpful.,,0,2,high
ACCT-0003008,2023-02-24,53.0,male,west,high_school,full_time,basic,mobile,True,True,801,6620.66,79878.17,25986.12,0.3253,70110.78,0.057,48,1636.93,78572.63,2,0.0,231,10.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.",,0,1,low
ACCT-0003929,2022-03-11,64.0,male,west,associate,full_time,basic,branch,True,False,734,2596.85,31462.29,6212.71,0.1975,11015.55,0.0458,12,940.91,11290.88,1,2.0,1261,6.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,1,medium
ACCT-0004744,2024-10-16,38.0,female,south,high_school,self_employed,premium,branch,True,False,762,3430.49,41075.22,13957.42,0.3398,16457.65,0.0838,12,1434.54,17214.44,1,0.0,413,8.0,"great customer service, will recommend to friends and family.",,0,1,low
ACCT-0000550,2024-02-18,37.0,male,northeast,bachelor,full_time,standard,branch,True,False,829,7407.26,89302.04,16047.69,0.1797,32113.4,0.0996,36,1035.59,37281.18,1,1.0,100,6.0,very smooth application process and the agent was helpful.,,0,0,low
ACCT-0002201,2022-06-06,58.0,male,west,high_school,full_time,standard,online,False,False,601,3558.99,42840.75,8938.32,0.2086,19227.58,0.1189,36,637.59,22953.07,1,2.0,94,9.0,"still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share.",,0,3,high
ACCT-0001616,2023-12-25,18.0,female,northeast,associate,full_time,premium,online,True,False,664,4273.33,51432.96,8347.52,0.1623,31494.09,0.0986,36,1014.19,36510.69,0,0.0,866,5.0,"great customer service, will recommend to friends and family.",,0,1,high
ACCT-0002682,2024-05-05,43.0,female,northeast,associate,full_time,basic,online,True,False,675,6935.17,83178.7,15322.55,0.1842,51036.77,0.1266,84,919.17,77210.36,0,0.0,1278,10.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0,0,medium
ACCT-0002384,2023-07-01,,female,west,associate,full_time,basic,online,True,False,660,2316.8,27711.78,10402.33,0.3754,24955.25,0.0913,84,403.1,33860.44,0,0.0,582,3.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,2,high
ACCT-0002939,2022-08-05,20.0,female,pacific,associate,part_time,basic,online,True,True,725,4406.97,53033.17,10577.69,0.1995,47134.56,0.1031,72,880.68,63409.25,0,0.0,238,6.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0,2,medium
ACCT-0005748,2024-08-20,41.0,female,pacific,bachelor,full_time,standard,online,False,False,771,5024.66,60704.23,23225.8,0.3826,83252.42,0.0904,24,3804.73,91313.41,0,1.0,440,7.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,2,low
ACCT-0004133,2024-11-04,43.0,female,midwest,bachelor,part_time,basic,branch,True,False,670,5416.74,65137.74,13847.71,0.2126,38360.86,0.1246,84,686.74,57686.23,1,1.0,543,6.0,rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0,2,high
ACCT-0000663,2022-01-06,19.0,female,northeast,graduate,full_time,basic,online,True,True,781,6268.69,75318.89,24951.71,0.3313,19987.41,0.1183,72,389.04,28010.74,1,1.0,393,6.0,still evaluating against other offers from competitor banks.,,0,0,low
ACCT-0000956,2024-05-31,38.0,male,midwest,high_school,full_time,premium,mobile,True,False,805,6067.52,72971.37,20169.93,0.2764,39737.07,0.0553,72,649.74,46781.41,1,2.0,865,10.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0,1,low
ACCT-0003814,2023-02-15,61.0,male,midwest,bachelor,full_time,basic,branch,True,False,667,5202.98,62048.85,12243.31,0.1973,16507.08,0.0519,72,267.33,19248.03,1,2.0,246,7.0,"ok experience overall, no strong feelings to share.",,0,5,high
ACCT-0001951,2024-06-17,29.0,female,west,bachelor,full_time,basic,mobile,True,False,599,5392.02,64474.6,17248.86,0.2675,43627.28,0.1152,48,1138.59,54652.3,0,2.0,860,6.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0,0,high
ACCT-0001812,2024-06-27,42.0,male,northeast,associate,contract,basic,online,False,True,646,6870.54,82688.03,20421.28,0.247,76036.19,0.0757,60,1526.09,91565.35,3,3.0,989,8.0,easy to track payments through the mobile app.,,0,1,high
ACCT-0002760,2022-11-16,60.0,female,midwest,high_school,part_time,basic,branch,True,True,714,8129.1,96993.68,22679.58,0.2338,43343.03,0.0953,48,1089.59,52300.44,0,3.0,1345,4.0,easy to track payments through the mobile app.,,0,0,medium
ACCT-0005937,2024-04-03,40.0,male,south,graduate,full_time,basic,online,False,False,628,4529.97,54429.95,13771.38,0.253,75830.54,0.1131,36,2493.75,89774.84,0,1.0,1434,2.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,2,high
ACCT-0005723,2022-02-11,57.0,male,midwest,bachelor,full_time,basic,online,False,False,669,2628.24,31622.17,19721.15,0.6236,21447.09,0.1011,60,456.85,27411.13,0,0.0,1032,7.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,1,high
ACCT-0005744,2022-02-02,31.0,female,west,high_school,full_time,basic,mobile,True,True,767,4395.37,52531.03,10827.94,0.2061,47562.38,0.0999,36,1534.51,55242.29,0,1.0,215,4.0,,,0,1,low
ACCT-0002662,2022-02-20,68.0,female,midwest,graduate,contract,standard,online,True,True,640,3058.52,36541.26,,0.512,15013.2,0.1257,48,399.59,19180.54,3,0.0,124,9.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0,1,high
ACCT-0001991,2023-09-27,38.0,male,south,associate,self_employed,premium,online,True,True,803,3016.28,36082.8,10219.64,0.2832,19404.81,0.0817,84,304.1,25544.49,0,3.0,592,4.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,5,low
ACCT-0003299,2022-10-01,36.0,female,west,associate,contract,standard,mobile,True,False,580,8566.54,102787.77,24822.64,0.2415,122344.71,0.1447,36,4209.43,151539.5,0,1.0,1091,4.0,the autopay system charged me twice in the same month. support never returned my calls about the missed payment.,2023-09-07,1,1,very_high
ACCT-0005875,2022-10-09,36.0,male,midwest,bachelor,full_time,basic,mobile,True,True,661,5810.44,69353.13,18871.26,0.2721,80570.56,0.1288,84,1460.57,122687.48,0,3.0,778,9.0,"still evaluating against other offers from competitor banks. took longer than expected but got approved in the end. process was fine, nothing exceptional either way.",2023-05-16,1,1,high
ACCT-0002252,2024-12-22,31.0,female,west,bachelor,part_time,basic,mobile,True,True,678,3148.63,37537.74,14909.77,0.3972,52407.75,0.0401,60,965.48,57928.97,1,0.0,1182,3.0,documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end.,,0,1,medium
ACCT-0001565,2023-01-30,46.0,male,south,high_school,full_time,basic,online,True,True,759,2921.62,34982.01,22537.64,0.6443,47493.42,0.0671,36,1460.19,52566.73,1,2.0,131,5.0,rates were competitive and the funds came through quickly.,,0,2,low
ACCT-0000931,2023-08-13,31.0,female,northeast,bachelor,contract,standard,agent,True,True,658,4367.94,52493.88,13972.76,0.2662,28299.5,0.0532,12,2426.84,29122.05,0,1.0,1173,8.0,documentation requirements were typical for this kind of loan.,,0,1,high
ACCT-0000581,2023-05-07,41.0,male,south,bachelor,full_time,standard,online,True,False,687,3644.76,43568.04,12521.12,0.2874,56016.35,0.1035,72,1047.54,75422.78,0,0.0,1236,3.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,0,medium
ACCT-0002856,2023-02-12,27.0,female,northeast,associate,full_time,basic,branch,True,False,680,3631.52,43644.8,19122.28,0.4381,24070.79,0.0701,36,743.3,26758.75,3,3.0,1250,6.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0,0,medium
ACCT-0003200,2022-11-17,48.0,male,south,bachelor,full_time,basic,online,True,False,811,6548.79,78619.58,20460.94,0.2603,71640.53,0.0671,12,6189.11,74269.26,0,0.0,1471,1.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share.",,0,2,low
ACCT-0003181,2022-03-15,39.0,female,south,bachelor,full_time,basic,online,True,True,608,6970.53,83268.63,34774.91,0.4176,31508.8,0.0993,60,668.35,40100.77,3,2.0,1266,9.0,"took longer than expected but got approved in the end. process was fine, nothing exceptional either way. still evaluating against other offers from competitor banks.",,0,2,high
ACCT-0005385,2022-08-30,45.0,female,northeast,high_school,self_employed,basic,online,True,False,717,3090.64,37028.95,11014.03,0.2974,48410.1,0.0605,72,803.4,57844.82,3,1.0,1374,6.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,1,medium
ACCT-0005012,2022-02-04,43.0,female,pacific,high_school,full_time,standard,mobile,False,True,665,1711.12,20498.97,12178.4,0.5941,16740.08,0.0946,48,420.22,20170.4,2,2.0,1282,5.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0,2,high
ACCT-0001873,2024-05-19,43.0,male,south,bachelor,full_time,basic,mobile,True,False,685,2646.06,31558.26,34217.01,1.0842,22705.92,0.0451,72,360.55,25959.67,2,1.0,1125,10.0,"rates were competitive and the funds came through quickly. easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,0,medium
ACCT-0001824,2024-05-21,48.0,male,northeast,graduate,contract,basic,branch,False,True,575,5136.39,61679.93,14829.02,0.2404,69533.94,0.1004,12,6114.36,73372.28,1,0.0,1375,7.0,"transparent fees, no hidden charges that I noticed.",,0,0,very_high
ACCT-0003953,2024-05-05,42.0,male,south,bachelor,self_employed,basic,branch,False,True,631,2657.83,32173.88,21911.31,0.681,27501.05,0.0755,72,476.14,34281.73,1,3.0,1340,8.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0,2,high
ACCT-0005667,2024-07-28,41.0,male,south,graduate,full_time,standard,online,True,False,659,10292.06,123419.52,18734.21,0.1518,53699.71,0.0606,24,2381.53,57156.61,0,2.0,445,7.0,documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.,,0,1,high
ACCT-0003351,2022-05-29,47.0,female,west,graduate,self_employed,standard,online,False,False,646,12465.66,149243.96,31542.31,0.2113,122917.19,0.1166,60,2713.38,162802.58,0,2.0,1355,,documentation requirements were typical for this kind of loan.,,0,2,high
