account_id,application_date,age,gender,region,education,employment_type,product_tier,channel,is_autopay,has_collateral,credit_score,monthly_income,annual_income,existing_debt,debt_to_income,loan_amount,interest_rate,term_months,monthly_payment,total_payment,num_late_payments,num_inquiries_90d,tenure_days,nps_score,customer_feedback,default_notice_date,defaulted,num_dependents,risk_band
ACCT-0004310,2024-09-29,42.0,male,west,bachelor,full_time,basic,online,True,False,650,5775.07,69341.01,,0.3598,68917.81,0.0938,72,1214.55,87447.34,0,4.0,78,8.0,easy to track payments through the mobile app.,,0,1,high
ACCT-0003667,2023-05-10,18.0,female,pacific,bachelor,full_time,standard,online,True,True,698,1834.92,21971.39,9553.47,0.4348,24436.28,0.0849,84,386.88,32497.97,1,1.0,1082,1.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,2,medium
ACCT-0001195,2022-04-25,45.0,male,south,associate,full_time,premium,online,False,False,647,4947.71,59477.13,19302.43,0.3245,51411.03,0.0991,72,949.98,68398.33,1,2.0,573,4.0,still evaluating against other offers from competitor banks.,,0,1,high
ACCT-0000992,2024-12-18,37.0,male,south,graduate,part_time,standard,online,True,False,690,3786.24,45267.87,18826.02,0.4159,51036.84,0.0792,60,1003.81,60228.37,0,3.0,386,9.0,took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.,,0,0,medium
ACCT-0002863,2024-02-20,34.0,female,south,bachelor,full_time,standard,branch,False,False,626,3131.72,37766.94,12497.9,0.3309,31012.51,0.0952,84,488.28,41015.86,0,3.0,1135,8.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,1,high
ACCT-0003329,2022-01-03,18.0,female,west,bachelor,self_employed,basic,online,True,False,723,6602.37,79422.31,12867.96,0.162,75929.87,0.1049,72,1425.67,102648.35,2,2.0,182,4.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,0,medium
ACCT-0004217,2023-11-28,34.0,male,northeast,bachelor,self_employed,standard,branch,True,False,768,3393.02,40605.72,9667.43,0.2381,44558.8,0.0895,60,898.14,53888.17,1,1.0,320,7.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0,2,low
ACCT-0001515,2022-09-01,39.0,male,midwest,high_school,full_time,premium,mobile,True,False,850,5170.6,62390.03,17612.21,0.2823,57261.16,0.0754,24,2577.86,61868.57,0,1.0,756,5.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0,0,low
ACCT-0004087,2024-06-04,34.0,female,west,associate,contract,premium,online,False,False,597,3313.71,39478.66,11934.63,0.3023,49164.16,0.1113,72,909.11,65455.83,1,0.0,637,6.0,"fees were not explained clearly upfront, very disappointing. support never returned my calls about the missed payment.",2024-08-18,1,0,high
ACCT-0001358,2023-12-14,30.0,female,northeast,high_school,part_time,basic,online,False,False,493,4529.18,54755.78,25932.88,0.4736,32605.79,0.1076,36,1045.38,37633.81,1,0.0,325,3.0,documentation requirements were typical for this kind of loan.,2025-04-15,1,3,very_high
ACCT-0002071,2022-05-25,33.0,female,west,associate,full_time,standard,mobile,True,False,658,3785.94,45646.35,13029.99,0.2855,31767.0,0.0847,24,1443.53,34644.67,0,0.0,655,5.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,0,high
ACCT-0003921,2022-04-08,60.0,female,midwest,associate,full_time,standard,agent,False,False,720,5027.49,60781.67,21612.4,0.3556,53793.97,0.0963,72,986.66,71039.65,0,0.0,1322,7.0,rates were competitive and the funds came through quickly.,,0,1,medium
ACCT-0001484,2023-03-06,32.0,female,west,bachelor,full_time,basic,online,False,True,831,5514.04,65909.2,14223.05,0.2158,75608.36,0.0359,84,1019.22,85614.42,0,2.0,360,5.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0,1,low
ACCT-0003303,2022-06-23,43.0,female,northeast,graduate,full_time,standard,mobile,False,False,788,7147.69,85723.56,19658.46,0.2293,33631.84,0.1007,12,2957.9,35494.79,1,1.0,1422,2.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,0,low
ACCT-0001958,2022-10-23,39.0,male,northeast,bachelor,full_time,standard,online,True,True,777,6302.24,75683.46,22335.22,0.2951,53983.1,0.0926,84,875.67,73555.96,0,3.0,1268,8.0,"ok experience overall, no strong feelings to share.",,0,1,low
ACCT-0000841,2024-08-24,32.0,female,south,associate,self_employed,standard,mobile,False,False,723,4982.9,60052.63,15527.86,0.2586,44055.85,0.0734,24,1955.42,46930.03,1,3.0,186,8.0,the autopay system charged me twice in the same month.,2025-03-17,1,1,medium
ACCT-0002705,2023-10-13,54.0,female,south,associate,full_time,basic,branch,False,False,806,5762.29,69199.73,12450.8,0.1799,39666.6,0.1115,36,1278.95,46042.34,1,,1418,4.0,the agent kept rescheduling and the process took weeks. the autopay system charged me twice in the same month.,2023-12-10,1,1,low
ACCT-0001496,2022-06-26,39.0,female,south,bachelor,full_time,standard,branch,True,False,650,4158.06,49964.89,16434.25,0.3289,59084.58,0.109,72,1121.72,80764.11,1,1.0,211,6.0,"transparent fees, no hidden charges that I noticed.",,0,0,high
ACCT-0002706,2022-02-23,23.0,male,pacific,high_school,self_employed,premium,mobile,True,False,780,6639.6,79565.21,20412.36,0.2565,87788.16,0.0928,84,1425.01,119700.63,1,0.0,777,9.0,,,0,2,low
ACCT-0002737,2023-10-24,20.0,male,northeast,high_school,full_time,basic,online,True,False,672,3761.18,45138.22,12405.13,0.2748,14359.17,0.063,84,203.62,17103.77,1,3.0,1078,4.0,"fees were not explained clearly upfront, very disappointing.",2025-01-07,1,1,medium
ACCT-0002236,2024-04-30,43.0,female,northeast,high_school,full_time,basic,mobile,True,False,742,3928.4,47143.08,15257.49,0.3236,61480.61,0.0955,36,1936.62,69718.41,1,1.0,956,,"process was fine, nothing exceptional either way.",,0,0,low
ACCT-0000426,2022-04-08,45.0,female,northeast,associate,full_time,standard,online,False,False,687,3379.79,41094.26,17177.1,0.418,50768.9,0.0807,84,793.01,66612.56,1,0.0,1125,6.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,0,medium
ACCT-0002813,2022-11-07,50.0,female,south,bachelor,full_time,standard,agent,False,False,631,1721.64,20595.77,4717.61,0.2291,26411.0,0.0254,24,1129.78,27114.78,1,2.0,681,4.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,2,high
ACCT-0005841,2024-03-28,42.0,female,northeast,associate,full_time,basic,branch,False,False,776,8326.08,99908.52,22993.18,0.2301,118765.65,0.054,60,2197.81,131868.9,0,0.0,1373,4.0,"ok experience overall, no strong feelings to share.",,0,0,low
ACCT-0002564,2023-10-09,44.0,female,midwest,high_school,contract,basic,mobile,True,False,725,3492.77,41991.76,10798.61,0.2572,28414.97,0.1366,72,562.27,40483.22,1,1.0,583,8.0,"the agent kept rescheduling and the process took weeks. fees were not explained clearly upfront, very disappointing.",2024-06-09,1,2,medium
ACCT-0003718,2022-09-07,47.0,male,midwest,high_school,part_time,basic,mobile,True,True,677,9783.57,117080.47,20724.59,0.177,117736.71,0.1021,84,1967.36,165258.29,1,0.0,561,10.0,took longer than expected but got approved in the end.,,0,0,medium
ACCT-0000907,2022-09-22,47.0,male,pacific,bachelor,full_time,basic,online,False,True,736,3447.48,41536.86,23865.86,0.5746,26727.78,0.141,48,731.69,35121.2,3,1.0,809,6.0,,,0,0,medium
ACCT-0003695,2023-06-05,41.0,female,midwest,bachelor,contract,basic,branch,False,True,572,5469.28,65414.06,12121.89,0.1853,16479.82,0.1017,60,351.56,21093.85,1,1.0,1205,3.0,"process was fine, nothing exceptional either way. took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.",2024-11-01,1,1,very_high
ACCT-0001246,2023-07-24,21.0,male,south,associate,full_time,standard,mobile,True,False,641,5438.54,65312.8,19430.05,0.2975,77014.48,0.0755,48,1863.88,89466.05,1,2.0,1334,7.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0,0,high
ACCT-0000212,2023-11-23,53.0,female,west,bachelor,part_time,premium,mobile,True,False,654,5822.02,69971.42,15558.68,0.2224,32731.87,0.0846,48,787.78,37813.46,1,2.0,1037,10.0,,,0,0,high
ACCT-0001969,2024-01-06,41.0,male,midwest,bachelor,full_time,basic,agent,False,False,769,4108.8,49010.4,19435.47,0.3966,30807.0,0.0935,24,1395.41,33489.82,0,0.0,54,9.0,"process was fine, nothing exceptional either way.",,0,0,low
ACCT-0005369,2024-05-26,42.0,male,midwest,graduate,full_time,basic,mobile,True,False,649,5175.14,62001.74,10588.51,0.1708,77536.93,0.0789,72,1310.35,94345.01,0,2.0,684,4.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,1,high
ACCT-0005002,2024-01-07,46.0,female,south,bachelor,full_time,standard,mobile,False,False,644,5373.6,63830.5,19580.97,0.3068,68802.39,0.0838,12,5958.86,71506.32,1,0.0,421,10.0,rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0,0,high
ACCT-0001066,2024-07-01,42.0,female,midwest,bachelor,full_time,standard,mobile,True,False,697,2882.75,34687.16,7052.54,0.2033,35470.54,0.1013,24,1619.35,38864.42,1,2.0,823,2.0,documentation requirements were typical for this kind of loan.,2025-05-06,1,2,medium
ACCT-0003554,2022-07-18,47.0,female,northeast,bachelor,full_time,standard,agent,True,False,684,3779.56,45711.68,11191.2,0.2448,42411.81,0.0831,48,1041.65,49999.09,0,3.0,879,8.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,1,medium
ACCT-0002648,2023-05-15,25.0,female,midwest,associate,full_time,basic,mobile,False,False,781,3107.04,37013.76,28023.64,0.7571,38471.37,0.0823,12,3350.62,40207.45,2,0.0,1226,6.0,"transparent fees, no hidden charges that I noticed.",,0,2,low
ACCT-0004692,2022-08-12,19.0,female,northeast,bachelor,full_time,basic,online,False,False,736,3487.56,41604.52,8859.89,0.213,13907.97,0.0946,84,227.04,19071.46,1,1.0,137,8.0,"ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way.",,0,3,medium
ACCT-0003206,2022-09-21,36.0,female,south,high_school,full_time,standard,agent,True,False,711,4497.96,54274.29,20716.84,0.3817,64549.64,0.087,84,1028.71,86411.46,0,2.0,914,6.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0,0,medium
ACCT-0004160,2022-03-04,27.0,male,midwest,high_school,full_time,basic,branch,True,False,702,1719.46,20660.14,11794.8,0.5709,27526.49,0.063,36,841.15,30281.37,2,3.0,891,4.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",,0,1,medium
ACCT-0004070,2023-04-10,36.0,female,midwest,bachelor,full_time,standard,mobile,False,False,731,2973.13,35721.74,16176.03,0.4528,40727.14,0.0843,48,1002.45,48117.62,0,0.0,326,10.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,0,medium
ACCT-0004667,2022-07-17,58.0,male,midwest,bachelor,full_time,basic,online,True,False,601,4268.82,51173.45,10242.16,0.2001,27787.26,0.1039,12,2447.99,29375.87,0,1.0,1275,3.0,"great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0,2,high
ACCT-0005421,2024-11-10,54.0,male,south,bachelor,full_time,basic,online,False,False,696,6486.1,78023.98,24465.7,0.3136,105075.31,0.1044,60,2193.3,131598.11,1,1.0,1059,7.0,documentation requirements were typical for this kind of loan.,,0,0,medium
ACCT-0005851,2024-12-11,57.0,male,south,graduate,part_time,basic,online,False,True,681,4850.68,57959.63,10816.39,0.1866,32807.13,0.0871,12,2846.34,34156.11,0,0.0,352,5.0,still evaluating against other offers from competitor banks.,2025-09-09,1,0,medium
ACCT-0004927,2023-01-25,50.0,male,south,bachelor,full_time,standard,agent,True,False,674,5645.18,67858.57,13279.73,0.1957,19591.91,0.0683,36,603.43,21723.46,1,3.0,274,10.0,easy to track payments through the mobile app.,,0,0,medium
ACCT-0004172,2024-08-09,,female,west,associate,contract,standard,online,True,False,547,2975.8,35804.05,9801.27,0.2737,43776.61,0.1235,72,836.56,60232.22,1,,933,2.0,the autopay system charged me twice in the same month.,2025-12-23,1,1,very_high
ACCT-0004645,2023-04-17,18.0,male,west,bachelor,full_time,basic,online,True,False,710,5039.17,60899.55,13801.75,0.2266,1773307.7999999998,0.0467,24,77537.9,1860909.6,1,2.0,120,8.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,0,medium
ACCT-0002998,2022-06-16,62.0,female,south,bachelor,full_time,basic,agent,True,True,677,9727.15,116765.66,21215.34,0.1817,78690.26,0.0865,48,1945.23,93371.16,1,2.0,712,10.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,1,medium
ACCT-0000075,2022-11-12,38.0,male,south,high_school,part_time,standard,branch,True,True,621,2292.46,27472.61,12452.78,0.4533,9485.58,0.093,12,830.86,9970.33,1,2.0,1035,6.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,3,high
ACCT-0000007,2024-12-23,40.0,male,south,high_school,full_time,basic,mobile,True,False,763,2682.74,32127.78,22262.47,0.6929,10132.87,0.0802,72,171.89,12376.26,0,2.0,546,5.0,very smooth application process and the agent was helpful.,,0,1,low
ACCT-0002406,2024-03-27,56.0,male,pacific,bachelor,full_time,basic,mobile,True,True,734,2040.64,24428.04,6474.65,0.265,12961.34,0.0782,48,308.08,14787.62,0,,187,4.0,"process was fine, nothing exceptional either way.",,0,1,medium
ACCT-0004457,2022-06-29,46.0,female,northeast,bachelor,self_employed,standard,mobile,True,False,808,3613.11,43172.6,21078.82,0.4882,26135.18,0.0978,84,430.96,36200.69,1,1.0,477,4.0,still evaluating against other offers from competitor banks.,,0,2,low
ACCT-0003434,2023-03-16,28.0,female,northeast,associate,contract,basic,branch,False,False,617,3075.72,36793.89,7821.93,0.2126,11282.34,0.1097,84,192.98,16210.34,0,1.0,1354,4.0,took longer than expected but got approved in the end.,2023-12-30,1,3,high
ACCT-0002361,2022-01-21,38.0,male,northeast,bachelor,full_time,basic,online,True,False,698,3537.36,42748.77,13664.64,0.3196,42314.63,0.111,24,1974.18,47380.33,0,1.0,135,4.0,"process was fine, nothing exceptional either way.",,0,2,medium
ACCT-0003478,2022-01-06,51.0,male,northeast,bachelor,full_time,basic,online,True,False,594,4629.32,56169.39,18493.59,0.3292,38857.0,0.1167,72,753.0,54215.95,0,1.0,848,6.0,very smooth application process and the agent was helpful.,,0,0,high
ACCT-0001934,2022-09-21,27.0,male,pacific,graduate,self_employed,basic,branch,True,False,620,2927.6,35195.33,21351.59,0.6067,20358.85,0.1084,72,385.87,27782.89,1,2.0,578,9.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0,1,high
ACCT-0003933,2023-09-25,50.0,male,northeast,bachelor,part_time,basic,online,True,False,746,2668.68,32124.56,10423.1,0.3245,10063.35,0.1174,84,169.9,14271.47,0,1.0,869,7.0,"very smooth application process and the agent was helpful. easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0,2,low
ACCT-0001618,2022-05-05,65.0,female,south,bachelor,full_time,standard,branch,False,True,763,2100.6,25131.77,14416.74,0.5736,25884.09,0.0891,12,2262.47,27149.67,3,2.0,358,9.0,"process was fine, nothing exceptional either way. took longer than expected but got approved in the end.",,0,1,low
ACCT-0001500,2024-10-20,18.0,female,northeast,associate,full_time,basic,mobile,False,False,610,2889.83,34713.06,22719.64,0.6545,42735.76,0.1027,24,1953.69,46888.53,0,2.0,602,,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,1,high
ACCT-0000143,2024-04-08,18.0,female,northeast,bachelor,full_time,basic,online,False,False,696,11769.84,141221.32,23454.69,0.1661,139618.86,0.1079,84,2288.72,192252.73,2,1.0,297,7.0,the autopay system charged me twice in the same month.,2025-09-29,1,1,medium
ACCT-0000599,2023-11-06,39.0,female,south,associate,full_time,basic,branch,False,False,800,5427.83,64649.29,12600.97,0.1949,56174.32,0.0601,60,1055.28,63316.7,0,2.0,937,10.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0,1,low
ACCT-0001610,2022-11-01,18.0,male,pacific,bachelor,self_employed,basic,online,False,True,675,5770.66,69367.22,22154.6,0.3194,30313.57,0.0463,36,903.48,32525.31,1,1.0,1257,3.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,0,medium
ACCT-0003255,2023-12-01,41.0,female,pacific,bachelor,self_employed,basic,branch,True,True,796,4024.55,48227.56,11539.54,0.2393,40123.1,0.0637,48,927.18,44504.69,0,2.0,501,5.0,"still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share.",,0,3,low
ACCT-0004311,2024-04-08,41.0,female,west,high_school,part_time,premium,branch,False,True,570,6056.49,72901.28,12514.64,0.1717,47041.37,0.1314,84,828.92,69629.23,2,1.0,809,1.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0,2,very_high
ACCT-0000037,2023-02-14,46.0,male,midwest,bachelor,self_employed,basic,mobile,True,True,673,1351.94,16325.28,12079.03,0.7399,4320.62,0.0688,36,133.18,4794.43,4,0.0,1146,7.0,"great customer service, will recommend to friends and family.",,0,2,medium
ACCT-0002757,2024-05-15,40.0,female,south,associate,full_time,basic,branch,True,True,803,12551.87,151133.37,28481.86,0.1885,112475.38,0.0895,60,2267.0,136020.16,1,0.0,653,7.0,"transparent fees, no hidden charges that I noticed.",,0,1,low
ACCT-0004306,2022-01-13,27.0,male,pacific,high_school,full_time,standard,branch,True,True,610,6984.38,83414.09,17532.55,0.2102,28386.03,0.1318,60,648.51,38910.58,1,,90,10.0,,2022-08-07,1,0,high
ACCT-0004779,2022-08-01,33.0,male,south,bachelor,full_time,standard,online,True,True,728,3736.98,45087.04,10370.26,0.23,47392.43,0.0962,84,777.59,65317.37,0,0.0,570,9.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0,1,medium
ACCT-0005761,2023-04-28,47.0,male,pacific,bachelor,part_time,standard,online,True,False,602,5411.66,64649.11,21778.24,0.3369,88857.95,0.1002,36,2867.96,103246.5,1,1.0,1486,9.0,very smooth application process and the agent was helpful.,,0,0,high
ACCT-0001319,2024-12-02,57.0,male,northeast,bachelor,full_time,basic,mobile,True,True,603,1837.94,22224.27,9905.81,0.4457,16366.09,0.1581,72,342.64,24670.44,2,2.0,933,6.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,1,high
ACCT-0004248,2024-09-01,52.0,male,midwest,associate,contract,basic,online,True,False,710,3356.81,40110.24,8089.75,0.2017,23492.39,0.0805,60,463.5,27810.24,1,0.0,1421,6.0,rates were competitive and the funds came through quickly.,,0,0,medium
ACCT-0002686,2024-10-14,23.0,male,pacific,high_school,part_time,premium,mobile,True,False,810,23149.23,277644.04,68550.03,0.2469,102367.45,0.0703,84,1486.92,124901.22,0,0.0,229,4.0,easy to track payments through the mobile app.,,0,1,low
ACCT-0005729,2024-07-07,38.0,male,south,graduate,full_time,standard,agent,False,False,639,8822.79,105603.04,17325.96,0.1641,118088.05,0.1102,48,2984.87,143273.97,1,1.0,346,,still evaluating against other offers from competitor banks. took longer than expected but got approved in the end.,,0,0,high
ACCT-0002499,2022-05-29,51.0,male,west,associate,full_time,basic,mobile,True,False,661,3043.25,36357.12,15855.91,0.4361,12121.77,0.1295,12,1082.41,12988.92,0,,533,7.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,1,high
ACCT-0000768,2024-06-05,,female,northeast,high_school,full_time,basic,online,True,True,788,9644.44,115582.88,27931.89,0.2417,55354.9,0.1075,48,1392.01,66816.36,2,2.0,450,8.0,still evaluating against other offers from competitor banks.,,0,3,low
ACCT-0003004,2024-08-14,35.0,male,west,bachelor,part_time,standard,online,True,False,745,3678.99,43947.71,,0.757,29207.71,0.1324,36,970.67,34944.11,0,2.0,813,9.0,took longer than expected but got approved in the end.,,0,1,low
ACCT-0001098,2022-01-12,39.0,male,west,associate,full_time,basic,branch,True,False,734,3389.3,40772.32,13530.31,0.3319,25508.72,0.0772,48,619.44,29733.35,0,0.0,900,8.0,very smooth application process and the agent was helpful.,,0,1,medium
ACCT-0003394,2023-12-03,23.0,male,west,high_school,full_time,basic,online,True,True,776,9762.63,117519.6,27287.37,0.2322,107179.71,0.0988,72,1915.26,137898.42,1,,409,6.0,"great customer service, will recommend to friends and family.",,0,1,low
ACCT-0004420,2023-02-13,34.0,male,northeast,bachelor,contract,standard,online,True,False,658,5492.39,65833.31,14828.74,0.2252,17310.49,0.1169,48,453.2,21753.83,1,0.0,1138,6.0,documentation requirements were typical for this kind of loan.,,0,1,high
ACCT-0005481,2023-04-05,,male,south,graduate,full_time,basic,online,False,True,696,4736.25,57067.87,11628.15,0.2038,29349.66,0.0788,36,918.15,33053.57,1,0.0,54,7.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.",,0,0,medium
ACCT-0003398,2024-11-15,27.0,nonbinary,south,associate,part_time,standard,online,False,False,675,8040.3,96551.23,29935.33,0.31,49464.26,0.1285,12,4386.83,52641.92,1,1.0,1407,6.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0,0,medium
ACCT-0002286,2023-10-30,18.0,male,south,graduate,full_time,basic,mobile,True,True,684,4610.59,55008.28,30992.67,0.5634,18359.79,0.0915,24,829.95,19918.73,2,0.0,139,10.0,took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.,,0,1,medium
ACCT-0000585,2024-07-14,33.0,male,south,graduate,full_time,basic,online,True,False,665,6937.93,83362.68,14662.45,0.1759,106038.8,0.1127,72,1968.29,141716.88,0,1.0,353,8.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,2,high
ACCT-0001757,2022-06-24,28.0,male,south,bachelor,full_time,basic,online,True,True,850,9140.43,109707.29,34561.98,0.315,36150.27,0.0614,24,1604.49,38507.71,0,0.0,431,6.0,,,0,2,low
ACCT-0000487,2023-01-24,18.0,female,northeast,bachelor,self_employed,standard,mobile,False,False,731,2041.46,24464.27,8918.74,0.3646,9173.44,0.0653,48,217.68,10448.56,0,3.0,1145,9.0,"transparent fees, no hidden charges that I noticed.",,0,2,medium
ACCT-0003240,2022-01-30,50.0,female,south,high_school,part_time,basic,online,False,True,850,5919.08,70719.65,19657.15,0.278,42247.45,0.0638,72,707.68,50953.09,0,1.0,852,5.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0,1,low
ACCT-0001994,2023-07-06,42.0,female,south,associate,full_time,premium,mobile,True,True,688,4798.62,57836.55,15971.0,0.2761,24710.68,0.0689,12,2136.91,25642.89,4,,1151,9.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.",,0,0,medium
ACCT-0001006,2023-08-16,43.0,male,west,associate,full_time,standard,mobile,False,False,635,4252.74,51247.28,14192.74,0.2769,13088.19,0.107,84,222.03,18650.87,1,0.0,919,8.0,documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.,,0,1,high
ACCT-0002052,2022-05-12,42.0,female,west,associate,full_time,premium,branch,False,False,608,4504.52,53709.62,31929.97,0.5945,15702.96,0.1332,48,423.8,20342.5,1,1.0,619,5.0,"still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share.",,0,0,high
ACCT-0005047,2022-11-01,44.0,female,northeast,bachelor,full_time,basic,online,False,True,765,4180.65,50420.35,11975.27,0.2375,35521.06,0.0749,36,1104.75,39770.91,0,1.0,1386,9.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",,0,0,low
ACCT-0000144,2023-10-20,36.0,female,midwest,bachelor,full_time,premium,online,True,False,660,11773.84,141621.83,28589.69,0.2019,104290.06,0.1082,48,2626.3,126062.46,0,1.0,782,10.0,rates were competitive and the funds came through quickly.,,0,1,high
ACCT-0001928,2022-09-28,54.0,male,south,graduate,full_time,standard,branch,True,False,756,6302.08,75720.84,,0.2471,22743.71,0.0948,36,728.29,26218.51,3,0.0,417,6.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,2,low
ACCT-0000156,2023-08-13,65.0,male,west,associate,self_employed,standard,mobile,True,False,611,1557.82,18816.11,18828.07,1.0006,5556.87,0.0783,60,112.23,6733.94,1,3.0,1118,6.0,very smooth application process and the agent was helpful.,,0,1,high
ACCT-0004411,2024-08-29,42.0,female,west,high_school,full_time,standard,agent,True,False,706,12532.82,150545.95,30762.96,0.2043,60266.11,0.0662,36,1817.62,65434.43,0,0.0,1359,10.0,"ok experience overall, no strong feelings to share. process was fine, nothing exceptional either way.",,0,0,medium
ACCT-0002670,2022-03-01,34.0,male,south,graduate,full_time,standard,agent,True,False,850,2240.89,26591.14,14530.54,0.5464,29048.78,0.0682,84,435.94,36618.61,2,1.0,650,6.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,0,low
ACCT-0000861,2024-08-03,42.0,female,northeast,graduate,full_time,premium,online,True,False,645,8311.01,99651.12,15664.98,0.1572,65941.12,0.1294,60,1458.31,87498.63,0,1.0,455,6.0,"process was fine, nothing exceptional either way. still evaluating against other offers from competitor banks.",,0,1,high
ACCT-0004625,2023-04-25,45.0,male,midwest,high_school,self_employed,basic,online,True,False,790,1903.67,23003.3,14212.57,0.6178,25097.29,0.0712,60,498.4,29904.27,1,3.0,1148,9.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0,2,low
ACCT-0003955,2023-01-24,25.0,male,northeast,bachelor,part_time,basic,mobile,True,False,709,5565.9,66413.55,26708.07,0.4021,20191.26,0.0522,60,383.09,22985.18,1,3.0,391,6.0,very smooth application process and the agent was helpful.,,0,1,medium
ACCT-0001686,2022-01-29,71.0,female,northeast,associate,self_employed,basic,branch,False,False,809,2035.84,24364.67,7986.42,0.3278,22956.1,0.1142,72,441.88,31815.51,1,1.0,336,8.0,took longer than expected but got approved in the end.,,0,1,low
ACCT-0005265,2024-03-28,53.0,male,midwest,high_school,self_employed,standard,mobile,True,True,531,5735.15,68719.14,17393.48,0.2531,82692.26,0.1221,24,3854.35,92504.48,0,2.0,526,6.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0,0,very_high
ACCT-0001835,2022-03-03,64.0,male,pacific,bachelor,part_time,basic,mobile,True,True,629,5833.03,70559.09,26172.69,0.3709,72405.59,0.0942,48,1816.13,87174.17,1,2.0,93,5.0,,,0,0,high
ACCT-0002601,2022-09-30,49.0,female,midwest,bachelor,full_time,standard,mobile,True,False,721,3704.06,44206.47,18113.13,0.4097,43604.01,0.0797,60,883.41,53004.73,0,0.0,160,4.0,"transparent fees, no hidden charges that I noticed.",,0,1,medium
ACCT-0003276,2022-11-25,41.0,female,northeast,graduate,full_time,standard,branch,True,False,489,7108.59,84996.89,14427.42,0.1697,91050.99,0.1127,84,1571.73,132025.47,0,1.0,1124,9.0,still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan.,,0,2,very_high
ACCT-0000376,2024-03-14,36.0,male,west,associate,full_time,basic,mobile,False,True,689,5293.56,63802.27,16493.69,0.2585,43408.92,0.0815,60,858.51,51510.55,1,3.0,707,2.0,documentation requirements were typical for this kind of loan.,2025-05-25,1,1,medium
ACCT-0002899,2024-08-29,32.0,female,northeast,high_school,full_time,standard,online,True,True,647,4862.25,58325.22,19775.95,0.3391,66779.17,0.1066,48,1676.34,80464.55,0,0.0,1441,7.0,"fees were not explained clearly upfront, very disappointing.",2024-10-10,1,0,high
